GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,RESIDENCE_STRATUM,SOCIAL_SUPPORT,HOUSEHOLD_SIZE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,REFRIGERATOR,PHONE,MOBILE,HOUSEHOLD_INCOME,JOB,PUBLIC_SCHOOL,SCHOOL_TYPE,QR_PRO,ENG_PRO
M,3.0,3.0,Independent professional,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,96,91
M,2.5,2.0,Small entrepreneur ,Independent professional,3.0,Level 2,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,70,86
M,2.0,3.0,Independent,Auxiliary or Administrative,3.0,None,3.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,58,75
F,,,,Home,2.0,Level 1,5.0,No,No,No,No,No,No,No,Yes,Yes,No,2.0,,yes,ACADEMIC,73,68
M,3.0,3.0,Entrepreneur ,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,2.0,no,ACADEMIC,96,86
M,1.0,2.0,Operator,Home,3.0,Level 2,4.0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,22,27
M,0.5,1.0,Independent,Other occupation,3.0,Level 1,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2.0,0.0,no,ACADEMIC,54,56
M,3.0,4.0,Executive,Technical or professional level employee,2.0,Level 2,5.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,3.0,1.0,yes,ACADEMIC,94,69
M,0.5,0.5,Independent,Independent,2.0,Level 1,5.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,33,5
M,2.0,3.0,Independent,Home,3.0,Level 2,4.0,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,49,38
F,3.0,1.0,Executive,Home,3.0,None,6.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4.0,0.0,yes,TECHNICAL/ACADEMIC,70,11
M,1.0,1.5,Independent,Home,2.0,Level 1,4.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,89,49
M,4.0,4.0,Executive,Executive,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,72,74
F,2.5,3.0,Small entrepreneur ,Home,4.0,None,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,57,82
M,,3.0,Other occupation,Operator,2.0,None,2.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,59,12
F,,,,,3.0,None,5.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,,yes,ACADEMIC,91,85
M,,3.0,Other occupation,Auxiliary or Administrative,2.0,Level 1,3.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,75,49
M,2.5,1.5,Executive,Executive,1.0,Level 1,5.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,68,23
F,1.0,2.0,Executive,Operator,2.0,Level 2,9.0,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,96,21
F,2.0,3.0,Auxiliary or Administrative,Auxiliary or Administrative,3.0,None,4.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,2.0,0.0,no,ACADEMIC,86,47
M,2.0,2.0,Executive,Home,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,4.0,0.0,no,ACADEMIC,98,97
F,2.0,3.0,Retired,Technical or professional level employee,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,98,25
F,3.0,3.0,Executive,Technical or professional level employee,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,82,66
M,2.0,3.0,Auxiliary or Administrative,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,95,84
M,2.0,3.0,Operator,Home,3.0,None,2.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2.0,0.0,no,ACADEMIC,35,27
M,1.0,2.0,Independent,Home,1.0,Level 1,4.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,31,20
M,1.5,3.0,Independent,Home,1.0,Level 1,3.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,40,32
M,2.0,2.0,Independent,Independent,3.0,Level 1,3.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,64,46
M,1.0,1.0,,,3.0,Level 3,2.0,No,No,No,No,No,No,No,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,77,73
M,3.0,3.0,Executive,Executive,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,90,91
M,0.5,0.5,Retired,Home,2.0,Level 2,3.0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,1.0,0.0,yes,TECHNICAL/ACADEMIC,39,2
M,1.5,1.5,Independent,Operator,2.0,Level 2,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,2.0,yes,TECHNICAL/ACADEMIC,88,18
M,3.0,3.0,Other occupation,Independent professional,4.0,None,3.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.0,0.0,yes,ACADEMIC,76,72
M,4.0,4.0,Technical or professional level employee,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,100,97
M,3.0,4.0,Entrepreneur ,Independent,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,89,98
M,1.0,3.0,Other occupation,Home,3.0,None,4.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,97,28
M,,2.0,Other occupation,Independent professional,3.0,None,3.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,94,84
F,1.5,4.0,Small entrepreneur ,Executive,3.0,None,4.0,No,No,No,Yes,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,9,58
M,2.0,1.5,Entrepreneur ,Independent professional,1.0,None,3.0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,63,50
M,2.0,2.5,Small entrepreneur ,Small entrepreneur ,3.0,Level 3,4.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,76,5
M,2.5,3.0,Entrepreneur ,Other occupation,3.0,None,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.0,0.0,no,Not apply,78,80
M,2.0,3.0,Operator,Technical or professional level employee,2.0,Level 2,5.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,72,1
F,2.0,2.0,Technical or professional level employee,Technical or professional level employee,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,yes,ACADEMIC,55,89
M,2.0,2.0,Independent,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,71,55
M,2.0,2.0,Independent,Executive,3.0,Level 2,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,98,28
F,4.0,3.0,Independent professional,Technical or professional level employee,3.0,None,5.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,4.0,0.0,no,TECHNICAL,93,47
M,2.5,2.5,Independent professional,Independent professional,2.0,Level 1,2.0,No,Yes,No,No,No,No,No,Yes,Yes,No,2.0,2.0,yes,TECHNICAL/ACADEMIC,92,96
M,1.5,2.0,Auxiliary or Administrative,Executive,2.0,Level 2,6.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,4.0,0.0,yes,TECHNICAL/ACADEMIC,40,26
F,1.0,3.0,Independent,Executive,4.0,None,3.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.0,0.0,yes,TECHNICAL/ACADEMIC,92,53
F,2.0,0.5,Other occupation,Home,2.0,None,5.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,86,23
F,2.0,2.0,Independent,Other occupation,3.0,Level 1,4.0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,31,33
M,0.5,3.0,Operator,Operator,2.0,Level 1,5.0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,70,73
M,2.0,2.0,Small entrepreneur ,Small entrepreneur ,1.0,Level 1,5.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,81,13
M,2.0,1.5,Executive,Home,2.0,None,5.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,37,5
F,0.5,4.0,Small entrepreneur ,Operator,3.0,None,3.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,62,76
M,0.5,2.0,Operator,Operator,1.0,Level 1,7.0,No,No,Yes,No,No,No,No,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,68,28
F,2.0,2.0,Small entrepreneur ,Small entrepreneur ,2.0,Level 2,7.0,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,4.0,0.0,yes,TECHNICAL/ACADEMIC,46,42
M,3.0,2.0,Technical or professional level employee,Other occupation,2.0,None,5.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,4.0,0.0,no,ACADEMIC,97,31
M,0.5,0.5,Executive,Home,1.0,Level 1,4.0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,2,28
M,2.0,2.0,Independent,Home,2.0,Level 2,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,93,95
M,2.5,3.0,Operator,Technical or professional level employee,1.0,Level 1,4.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,60,26
M,2.0,2.0,Retired,Home,2.0,None,4.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,99,94
M,2.0,2.0,Other occupation,Home,1.0,Level 1,5.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,35,22
F,1.5,2.0,Independent,Independent,1.0,Level 1,7.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,65,41
F,2.0,3.0,Independent,Home,1.0,Level 2,5.0,No,No,No,No,No,No,No,Yes,No,No,1.0,0.0,yes,TECHNICAL,70,67
F,3.0,3.0,Independent professional,Independent professional,3.0,Level 2,4.0,No,No,Yes,No,No,No,No,Yes,Yes,No,2.0,0.0,no,TECHNICAL/ACADEMIC,88,80
M,0.5,3.0,Independent,Operator,1.0,Level 3,5.0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL,69,29
F,3.0,3.0,Technical or professional level employee,Auxiliary or Administrative,2.0,Level 2,6.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,79,85
F,3.0,2.0,Technical or professional level employee,Other occupation,3.0,None,4.0,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,47,81
F,3.0,3.0,Executive,Executive,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,90,98
F,0.5,1.0,Other occupation,Home,2.0,Level 2,6.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,100,75
F,,1.5,Other occupation,Independent,1.0,Level 1,4.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,86,68
F,1.5,1.5,Independent,Home,3.0,None,4.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1.0,0.0,no,ACADEMIC,95,100
F,3.0,3.0,Independent professional,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,61,75
M,4.0,3.0,Technical or professional level employee,Technical or professional level employee,5.0,None,3.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,96,97
M,3.0,3.0,Executive,Independent,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,95,87
M,2.0,3.0,Other occupation,Operator,3.0,None,3.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,97,91
M,4.0,2.0,Executive,Home,6.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,98,96
F,2.0,2.0,Independent,Home,5.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,84,90
F,2.0,3.0,Other occupation,Executive,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,93,89
F,4.0,3.0,Other occupation,Executive,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,99,83
F,3.0,3.0,Small entrepreneur ,Technical or professional level employee,5.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,100,97
F,3.0,3.0,Independent professional,Technical or professional level employee,3.0,Level 3,4.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,94,57
F,3.0,3.0,Technical or professional level employee,Executive,3.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,58,20
F,0.5,0.5,Independent,Independent,3.0,Level 2,4.0,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,2.0,0.0,no,ACADEMIC,72,39
F,3.0,3.0,Technical or professional level employee,Home,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,TECHNICAL/ACADEMIC,57,59
F,3.0,3.0,Other occupation,Auxiliary or Administrative,4.0,None,6.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,0.0,no,TECHNICAL/ACADEMIC,96,99
M,3.0,3.0,Independent professional,Home,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,84,84
M,2.5,3.0,Independent,Independent,3.0,None,3.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,81,91
M,0.5,2.0,Operator,Auxiliary or Administrative,3.0,None,2.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,87,91
F,3.0,3.0,Independent professional,Technical or professional level employee,5.0,None,2.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,30,31
M,3.0,3.0,Executive,Other occupation,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,35,35
M,3.0,3.0,Small entrepreneur ,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,86,89
M,3.0,3.0,Entrepreneur ,Technical or professional level employee,6.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,95,87
F,,,Entrepreneur ,Independent professional,6.0,None,5.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,52,73
M,3.0,3.0,Executive,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,89,82
M,2.0,2.0,Small entrepreneur ,Auxiliary or Administrative,6.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,93,90
M,2.0,2.0,Entrepreneur ,Entrepreneur ,6.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,100,94
M,2.5,3.0,Executive,Operator,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,95,99
M,2.0,2.0,Operator,Home,1.0,Level 1,3.0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1.0,0.0,yes,TECHNICAL/ACADEMIC,65,79
M,2.0,2.0,Operator,Home,2.0,Level 2,3.0,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,79,90
M,2.0,1.5,Executive,Home,2.0,Level 3,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,73,58
M,2.0,2.0,Operator,Operator,2.0,Level 2,3.0,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,100,66
M,2.5,2.5,Small entrepreneur ,Small entrepreneur ,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,TECHNICAL,100,95
M,2.0,3.0,Independent,Executive,3.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,100,99
M,2.0,2.0,Independent,Executive,5.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,83,7
M,3.0,3.0,Independent,Independent,3.0,Level 3,6.0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,62,38
M,2.0,2.0,Operator,Auxiliary or Administrative,2.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,93,74
F,2.5,3.0,Small entrepreneur ,Home,3.0,Level 3,5.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,95,93
M,,,Other occupation,Small entrepreneur ,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,95,93
M,3.0,2.0,Independent professional,Independent professional,2.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,100,80
M,3.0,3.0,Auxiliary or Administrative,Technical or professional level employee,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,90,86
M,4.0,3.0,Independent professional,Auxiliary or Administrative,6.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,84,86
M,3.0,3.0,Technical or professional level employee,Auxiliary or Administrative,5.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,100,79
M,1.5,3.0,Independent,Executive,4.0,None,4.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3.0,2.0,no,ACADEMIC,86,91
M,2.5,2.5,Independent,Home,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,94,96
F,2.5,2.5,Independent,Technical or professional level employee,4.0,None,4.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,97,81
M,2.0,0.5,Operator,Home,2.0,Level 2,6.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,78,79
F,3.0,2.0,Operator,Home,2.0,Level 2,5.0,No,No,No,Yes,No,No,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,68,88
F,3.0,3.0,Executive,Technical or professional level employee,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,88,52
F,1.0,1.0,Operator,Operator,2.0,Level 1,4.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,9,7
M,1.5,1.5,Auxiliary or Administrative,Home,6.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,89,99
M,3.0,2.0,Executive,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,88,94
M,3.0,3.0,Small entrepreneur ,Home,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,85,96
F,4.0,3.0,Technical or professional level employee,Independent professional,3.0,None,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,92,97
F,2.5,3.0,Retired,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,57,86
F,2.0,1.5,Operator,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,45,54
F,2.5,3.0,Independent professional,Executive,3.0,None,5.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,98,85
F,3.0,3.0,Executive,Home,5.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,91,92
M,4.0,2.5,Technical or professional level employee,Home,3.0,Level 2,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,58,44
F,1.5,2.0,Independent,Operator,3.0,None,6.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,87,95
F,2.5,3.0,Home,Technical or professional level employee,3.0,Level 3,4.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,100,86
F,0.5,1.5,Independent,Independent,2.0,Level 2,2.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,55,53
F,3.0,1.5,Technical or professional level employee,Home,3.0,None,6.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,94,93
M,3.0,2.5,Operator,Auxiliary or Administrative,2.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,92,90
M,1.5,2.0,Independent,Home,2.0,Level 2,2.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,96,86
M,2.0,2.5,Other occupation,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,98,99
M,1.5,1.5,Operator,Home,2.0,Level 1,5.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,1.0,0.0,yes,ACADEMIC,100,57
M,3.0,3.0,Technical or professional level employee,Technical or professional level employee,3.0,None,4.0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,4.0,0.0,no,ACADEMIC,99,93
M,2.0,2.0,Operator,Home,1.0,Level 2,4.0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,1.0,0.0,yes,ACADEMIC,99,60
M,2.0,0.5,Operator,Home,2.0,Level 2,3.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,1.0,0.0,yes,ACADEMIC,95,68
M,2.0,1.5,Executive,Executive,3.0,None,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2.0,0.0,no,ACADEMIC,98,90
M,1.5,2.0,Independent,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,99,89
F,2.5,3.0,Executive,Auxiliary or Administrative,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,100,89
M,2.5,4.0,Independent,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,100,97
M,4.0,4.0,Technical or professional level employee,Technical or professional level employee,5.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,98,91
M,3.0,3.0,Independent,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,98,92
