@relation ./DSSD/data/datasets/mushrooms/mushrooms

@attribute veil_type {'p'}
@attribute bruises {'f','t'}
@attribute gill_size {'b','n'}
@attribute gill_spacing {'c','w'}
@attribute gill_attachment {'a','f'}
@attribute stalk_shape {'e','t'}
@attribute ring_number {'n','o','t'}
@attribute stalk_surface_below_ring {'f','k','s','y'}
@attribute cap_surface {'f','g','s','y'}
@attribute stalk_surface_above_ring {'f','k','s','y'}
@attribute veil_color {'n','o','w','y'}
@attribute stalk_root {'?','b','c','e','r'}
@attribute ring_type {'e','f','l','n','p'}
@attribute population {'a','c','n','s','v','y'}
@attribute cap_shape {'b','c','f','k','s','x'}
@attribute habitat {'d','g','l','m','p','u','w'}
@attribute odor {'a','c','f','l','m','n','p','s','y'}
@attribute stalk_color_above_ring {'b','c','e','g','n','o','p','w','y'}
@attribute spore_print_color {'b','h','k','n','o','r','u','w','y'}
@attribute stalk_color_below_ring {'b','c','e','g','n','o','p','w','y'}
@attribute cap_color {'b','c','e','g','n','p','r','u','w','y'}
@attribute gill_color {'b','e','g','h','k','n','o','p','r','u','w','y'}
@attribute class {'str0','str1'}
@data
'p','f','n','c','f','e','o','s','f','s','w','b','p','v','x','d','c','w','n','w','p','p','str1'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','w','k','w','e','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','w','n','w','n','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','n','p','e','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','g','n','p','n','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','g','k','g','n','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','p','k','w','g','w','str0'
'p','f','b','w','f','t','o','s','s','s','w','e','e','a','f','g','n','w','n','w','n','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','k','g','g','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','n','p','n','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','p','k','w','n','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','w','n','g','g','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','n','g','e','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','g','k','p','n','p','str0'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','x','g','f','b','h','p','g','h','str1'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','n','w','e','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','p','k','g','g','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','p','n','w','e','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','k','g','e','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','k','w','e','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','w','n','g','n','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','g','k','p','n','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','k','g','n','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','n','w','e','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','p','k','g','e','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','k','g','n','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','k','w','g','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','k','w','n','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','w','n','p','e','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','n','p','e','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','w','k','p','e','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','n','g','e','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','k','w','n','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','n','p','e','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','g','n','p','e','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','p','k','w','n','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','k','w','e','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','g','n','w','n','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','n','p','e','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','g','n','p','g','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','n','w','n','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','f','d','n','p','k','p','e','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','k','p','n','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','n','g','e','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','n','g','g','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','f','d','n','w','k','p','g','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','w','n','w','n','u','str0'
'p','f','b','w','f','t','o','s','s','f','w','e','e','s','x','g','n','w','k','w','g','h','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','w','n','g','n','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','n','p','g','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','w','k','p','g','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','k','w','n','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','g','n','g','e','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','k','g','e','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','w','k','g','n','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','k','g','e','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','k','w','e','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','n','w','n','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','w','n','w','g','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','w','k','w','e','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','f','d','n','p','k','g','n','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','p','n','g','n','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','n','w','e','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','p','k','g','g','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','w','k','w','n','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','w','n','g','g','n','str0'
'p','f','n','c','f','e','o','s','f','s','w','b','p','v','x','d','c','w','k','w','g','p','str1'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','n','w','n','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','n','p','g','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','k','p','n','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','k','g','g','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','n','p','n','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','w','n','g','n','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','p','k','p','n','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','n','p','n','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','p','k','w','n','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','w','n','w','n','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','f','d','n','w','k','w','g','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','k','w','g','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','w','k','g','g','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','n','g','g','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','g','n','p','n','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','w','n','p','g','n','str0'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','x','d','f','b','h','p','g','g','str1'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','p','n','w','n','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','k','g','g','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','w','n','g','g','u','str0'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','x','d','f','b','h','p','g','g','str1'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','w','n','w','n','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','n','p','e','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','k','g','n','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','p','k','g','e','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','n','p','e','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','n','p','n','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','w','k','p','n','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','g','n','p','e','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','w','k','p','g','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','g','k','p','n','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','n','p','e','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','k','w','g','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','p','k','w','g','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','g','k','g','g','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','g','k','w','n','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','n','w','n','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','n','g','e','w','str0'
'p','f','b','w','f','t','o','f','s','f','w','e','e','s','f','g','n','w','k','w','g','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','k','w','e','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','g','n','w','g','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','k','p','e','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','w','n','w','g','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','w','k','g','n','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','p','n','g','e','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','g','n','w','e','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','w','k','g','g','w','str0'
'p','f','n','w','f','e','o','s','f','s','w','b','p','s','x','d','c','w','n','w','w','g','str1'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','n','p','e','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','w','k','p','e','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','n','w','n','w','str0'
'p','f','b','w','f','t','o','s','f','s','w','e','e','s','f','g','n','w','n','w','w','h','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','n','w','g','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','w','n','p','g','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','n','g','g','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','f','d','n','w','k','p','e','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','k','p','e','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','k','g','n','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','n','g','e','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','w','n','w','e','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','f','d','n','w','k','w','e','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','p','n','g','n','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','n','w','g','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','n','w','g','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','g','n','p','g','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','g','n','p','e','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','k','w','n','w','str0'
'p','f','b','w','f','t','o','f','f','f','w','e','e','s','f','g','n','w','k','w','n','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','w','n','g','e','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','n','g','g','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','p','k','p','n','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','n','p','g','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','n','g','e','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','p','k','w','n','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','w','k','w','g','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','p','n','g','g','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','p','k','p','e','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','w','k','g','n','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','n','p','g','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','w','n','p','n','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','k','p','e','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','k','p','e','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','w','n','w','n','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','p','k','p','n','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','k','w','g','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','n','p','e','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','w','n','p','n','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','p','n','p','n','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','k','p','e','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','k','g','g','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','g','k','g','g','u','str0'
'p','f','n','w','f','e','o','s','f','s','w','b','p','v','x','d','c','w','k','w','p','u','str1'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','n','g','n','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','w','n','p','e','p','str0'
'p','f','b','w','f','t','o','f','s','f','w','e','e','s','f','g','n','w','n','w','n','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','k','g','g','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','k','p','g','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','k','w','n','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','p','n','w','g','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','g','n','p','g','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','k','p','n','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','n','p','e','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','x','d','n','p','n','p','n','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','v','f','d','n','g','n','p','g','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','g','n','g','n','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','n','g','g','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','w','n','w','e','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','p','k','w','g','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','g','k','w','g','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','n','w','e','u','str0'
'p','f','n','w','f','e','o','s','s','s','w','b','p','s','x','d','c','w','k','w','p','u','str1'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','f','d','n','p','k','p','n','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','k','g','e','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','k','w','g','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','k','g','g','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','k','g','g','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','n','p','e','n','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','n','p','n','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','n','g','g','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','k','w','e','u','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','k','w','n','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','p','n','g','g','w','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','p','n','w','n','u','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','k','w','e','p','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','w','n','p','e','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','w','n','p','g','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','g','k','w','g','n','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','w','n','p','e','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','g','n','g','g','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','y','x','d','n','g','n','w','e','p','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','g','n','w','e','p','str0'
'p','f','b','w','f','t','o','f','s','s','w','e','e','s','x','g','n','w','k','w','w','k','str0'
'p','t','b','c','f','t','o','s','y','s','w','b','p','v','x','d','n','w','k','p','n','w','str0'
